aco_num,aco_name,qualscore,qualperfshare,n_ab,Unnamed: 5,n_ben_age_0_64,n_ben_age_65_74,n_ben_age_75_84,n_ben_age_85plus,n_ben_female,n_ben_male,n_ben_race_white,n_ben_race_black,n_ben_race_asian,n_ben_race_hisp,n_ben_race_native,n_ben_race_other,readm_rate_1000,prov_rate_1000,p_em_total,p_em_pcp_vis,p_em_sp_vis,p_nurse_vis,p_fqhc_rhc_vis,n_cah,n_fqhc,n_rhc,n_eta,n_fac_other,n_pcp,n_spec,n_np,n_pa,n_cns,py,aco_state,per_capita_exp_total_py,aim,met_qps,aco1,aco2,aco3,aco4,aco5,aco6,aco7,aco34,aco8,aco35,aco36,aco37,aco38,aco11,aco13,aco14,aco15,aco16,aco17,aco18,aco19,aco20,aco42,aco40,dm_comp,aco27,aco41,aco28,aco30,aco44,aco43,aco12
A19446,"Akira Health, Inc. ",89.9,50,8039,8039.0,859,3292,2472,1416,4769,3270,6431,138,482,400,9,579,239,807,10527,4772,5534,198,24,0,0,0,0,0,25,4,1,0,0,2015,California ,15322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A64801,"HARTFORD HEALTHCARE ACCOUNTABLE CARE ORGANIZATION, INC. ",88.7,50,14324,14324.0,1965,6094,4100,2165,8399,5925,13070,559,137,124,13,421,151,814,9406,3172,4562,1663,9,0,0,0,0,0,102,152,64,0,1,2015,Connecticut ,9442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A59962,Winchester Community ACO,91.86,50,7844,7844.0,1223,3651,2037,933,4736,3108,7520,63,38,28,2,193,163,802,8654,3485,4287,879,3,0,0,0,0,2,64,74,31,0,0,2015,"Massachusetts, New Hampshire ",9667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A76576,"Paradigm ACO, LLC ",93.56,50,5192,5192.0,459,2667,1694,372,2755,2437,4989,96,27,13,3,64,146,830,12799,5457,6032,1189,121,0,0,1,0,1,23,5,3,0,0,2015,Florida ,9270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A94912,"Rio Grande Valley Health Alliance, LLC ",100,50,5482,5482.0,1036,2116,1661,669,3115,2367,4020,21,9,1287,4,141,198,796,12477,6731,4283,1423,40,0,0,0,0,0,18,0,9,0,0,2015,Texas ,11117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A92852,"ACCOUNTABLE CARE CLINICAL SERVICES, PC ",90.63,50,65036,65036.0,10538,26173,18017,10308,36494,28542,59948,2264,518,713,47,1546,191,816,10049,4145,4299,1333,272,10,2,12,0,40,632,960,212,3,4,2015,"California, Connecticut, Illinois, Iowa, Massachusetts, New York, Ohio, Pennsylvania ",11083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A64742,"Southern Maryland Integrated Care, LLC ",80.86,50,8220,8220.0,1247,3574,2314,1085,4938,3282,3475,4145,257,79,8,256,188,767,10011,4806,4827,372,6,0,0,0,0,0,34,26,4,0,0,2015,"District of Columbia, Maryland ",11795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18259,"KentuckyOne Health Partners, LLC ",93.39,50,27846,27846.0,6010,11899,7119,2818,15994,11852,25553,1784,117,39,11,342,152,742,8841,3507,3970,1329,35,4,0,8,0,30,210,425,173,4,2,2015,Kentucky ,8291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A17182,"AAMC Collaborative Care Network, LLC ",90.87,50,15870,15870.0,1614,8465,4329,1462,9190,6680,13610,1761,63,30,4,402,142,803,10067,3730,5247,1088,3,0,0,0,0,1,90,110,45,0,0,2015,Maryland ,10068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31015,Northern Maryland Collaborative Care LLC ,91.46,50,20453,20453.0,3854,8873,5184,2542,12197,8256,14641,4859,305,123,12,513,164,790,10400,4327,4989,1073,12,0,0,0,0,0,90,73,34,0,1,2015,Maryland ,12053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A54790,Owensboro ACO ,93.03,50,5188,5188.0,759,2216,1532,681,3008,2180,5009,129,6,1,2,41,171,811,9549,3667,4113,1756,12,0,0,0,0,0,19,0,18,0,0,2015,"Indiana, Kentucky ",9986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A65320,"ProHealth Physicians ACO, LLC ",99.34,50,33263,33263.0,3719,13686,9906,5952,18868,14395,30897,913,288,202,21,942,173,855,10625,4100,4589,1932,5,0,0,0,0,0,150,107,85,2,1,2015,Connecticut ,10907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A68749,"Physician Alliance of Kansas, Inc. ",95.25,50,9842,9842.0,1463,4665,2662,1052,5300,4542,9050,364,98,73,48,209,129,762,8049,3924,2851,1238,36,0,0,0,0,0,36,178,42,4,0,2015,Kansas ,7724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16779,Sunshine ACO LLC,97.91,50,4602,4602.0,820,1758,1372,652,2772,1830,3365,16,13,1139,3,66,190,781,12909,7358,4577,914,60,0,0,0,0,0,12,5,12,0,0,2015,Texas ,11449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A41997,ACO Providers ,94.8,50,6460,6460.0,1096,2873,1606,885,3948,2512,5380,518,40,385,7,130,135,772,10644,4606,4374,1648,16,0,0,0,0,0,31,3,16,1,1,2015,Texas ,11579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A50496,"Redwood Community Care Organization, LLC ",96.42,50,8502,8502.0,3829,3301,1026,346,4571,3931,6269,227,320,1295,45,346,144,831,8733,398,2705,236,5394,0,25,1,0,1,128,45,17,0,0,2015,California ,9475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A80939,Primary Comprehensive Care ACO LLC,92.9,50,5034,5034.0,1199,2197,1221,417,2857,2177,3683,617,98,488,2,146,187,769,9422,5078,3426,899,19,0,0,0,0,0,47,33,2,0,0,2015,"Illinois, North Carolina ",8853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A55446,NJ Physicians ACO ,98.26,50,13873,13873.0,2128,5108,3949,2688,8474,5399,12295,717,275,282,6,298,199,849,14291,6367,6703,1210,12,0,0,0,0,0,40,15,6,0,0,2015,New Jersey ,17213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A66745,"Lancaster General Health Community Care Collaborative, LLC ",95.44,50,20186,20186.0,2814,7469,6047,3856,11778,8408,19187,307,125,179,4,384,151,849,9093,4331,3777,982,4,0,0,0,0,2,203,213,142,2,0,2015,Pennsylvania ,9396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07425,"Covenant ACO, Inc. ",95.01,50,12790,12790.0,1684,5439,4101,1566,7357,5433,11524,472,75,452,16,251,165,747,10165,3475,4861,1758,71,0,0,1,0,1,93,414,84,1,0,2015,"New Mexico, Texas ",12124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A74161,Delaware Valley ACO,96,50,70628,70628.0,10659,32494,17516,9959,41763,28865,57876,9033,1076,521,26,2096,173,808,10448,4058,5628,709,53,0,6,0,0,32,687,1194,236,4,0,2015,"New Jersey, Pennsylvania ",11622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A29052,"Scottsdale Health Partners, LLC ",93.76,50,19021,19021.0,1754,10783,4736,1748,10748,8273,17941,257,107,100,72,544,164,779,9999,3358,5781,853,7,0,4,0,0,0,132,534,96,0,0,2015,Arizona ,9788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A50010,PHYSICIAN FIRST ACO ,90.03,50,7869,7869.0,1167,3170,2198,1334,4030,3839,6760,731,76,108,8,186,212,786,11364,4783,5440,952,189,0,0,0,0,0,49,96,25,0,0,2015,Florida ,12586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A63217,"Care Coordination Services, LLC ",86.31,50,18538,18538.0,2129,8846,5483,2080,10480,8058,17566,593,51,43,8,277,171,804,9248,4574,3743,912,19,0,0,0,0,0,55,4,14,0,0,2015,"Virginia, West Virginia ",8624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A45396,North Collaborative Care ,92.19,50,10934,10934.0,2997,3462,3026,1449,6197,4737,9937,571,137,36,39,214,167,795,8189,3892,2952,1336,9,0,0,0,0,5,248,309,81,4,6,2015,Minnesota ,9705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A28160,ACMG,91.6,50,7675,7675.0,1991,2955,1842,887,4522,3153,3689,2253,55,1494,3,181,209,766,11572,5464,5279,737,91,0,0,5,0,5,69,9,12,0,0,2015,"Florida, Georgia, South Carolina ",13487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A65270,Midwest Health Coalition ACO,84.52,50,11047,11047.0,1681,5384,2780,1202,6404,4643,10407,217,57,108,22,236,168,794,8598,4245,3210,1123,19,0,0,0,0,0,58,5,12,0,0,2015,"Iowa, Nebraska ",9548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A78634,"Carolinas ACO, LLC ",94.42,50,5891,5891.0,1133,2256,1545,957,3660,2231,4414,1351,42,13,5,66,179,819,10189,5793,3672,710,14,0,0,0,0,0,15,0,5,0,0,2015,"North Carolina, South Carolina, Virginia ",11112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A90093,"Privia Quality Network, LLC ",97.66,50,28242,28242.0,3108,14688,7549,2897,16129,12113,21893,3581,861,519,19,1369,152,775,9296,3608,5220,463,5,0,0,0,0,0,106,186,39,2,0,2015,"District of Columbia, Maryland, Virginia ",7862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A19855,Northern Michigan Health Network,98.17,50,20021,20021.0,2909,8544,5929,2639,11076,8945,19572,40,13,16,101,279,135,769,8036,3781,3048,728,478,0,0,3,0,4,102,203,21,0,0,2015,Michigan ,8395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A69078,"NEPA ACO Company, LLC ",97.12,50,7627,7627.0,1181,3239,2130,1077,4718,2909,5066,1889,182,214,5,271,196,817,11658,4648,6573,432,4,0,0,0,0,0,48,59,9,1,0,2015,New Jersey ,12116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A54247,"Allied Physicians ACO, LLC ",31.75,50,5797,5797.0,899,2143,1785,970,3279,2518,1524,258,2833,420,6,756,241,780,12988,6528,5663,610,187,0,6,0,0,0,53,54,17,2,0,2015,California ,16028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07527,"Premier Patient Healthcare, LLC ",93.59,50,21928,21928.0,3237,10603,5766,2322,12504,9424,19271,1203,461,271,277,445,179,769,10572,5011,4481,1064,16,0,0,1,0,1,119,97,60,1,1,2015,"Oklahoma, Texas ",12637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A80995,"Renown Accountable Care, LLC ",91.69,50,14909,14909.0,2331,7327,3889,1362,8182,6727,13676,248,284,213,101,387,171,752,9489,3154,4532,1712,90,2,0,3,0,5,112,128,94,0,0,2015,"California, Nevada ",10287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A78902,"Orange Accountable Care of South Florida, LLC ",96.25,50,18212,18212.0,2341,7461,5085,3325,11151,7061,13723,1435,108,2411,16,519,206,759,12587,4089,7437,961,99,0,0,0,0,0,143,332,52,1,0,2015,"Florida, Texas ",14453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A11600,"Accountable Care Coalition of Greater Houston, LLC. ",78.97,50,9260,9260.0,830,5119,2489,822,5221,4039,8618,422,23,43,6,148,164,757,9754,4335,5032,381,6,0,0,0,0,0,45,97,8,0,0,2015,Texas ,10152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A97104,"First Coast Health Alliance, LLC ",94.89,50,10808,10808.0,1095,5080,3102,1531,5920,4888,9992,533,43,47,4,189,164,820,12331,4667,5952,1447,265,0,0,1,0,3,34,45,8,0,0,2015,Florida ,11380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A46189,"PremierMD ACO, LLC ",87.02,50,8856,8856.0,1351,3836,2451,1218,3980,4876,6579,1092,105,766,11,303,190,746,10682,3326,6657,668,31,0,0,0,0,12,71,238,28,2,0,2015,Florida ,13168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A60540,Physician Direct Accountable Care Organization LLC ,86.4,50,8605,8605.0,1870,3604,2074,1057,5025,3580,7148,1181,57,35,5,179,170,777,9095,4057,4650,381,7,0,0,0,0,0,70,170,13,0,0,2015,Michigan ,9781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A63462,"River Health ACO,LLC ",95.86,50,35076,35076.0,6613,14536,9235,4692,19850,15226,32592,1544,173,106,10,651,153,808,8844,3850,3132,1347,515,0,9,0,0,11,334,349,170,1,1,2015,Pennsylvania ,9387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A79092,ACONA,91.38,50,7274,7274.0,1528,3040,1913,793,4363,2911,6766,416,20,8,1,63,180,753,8619,4225,3933,438,23,0,0,0,0,0,16,1,2,0,0,2015,Alabama ,10678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A52095,Mercy Health System ACO,97.97,50,11319,11319.0,2699,5065,2545,1010,6557,4762,10677,226,42,139,8,227,161,785,8252,3518,3893,837,4,1,0,0,0,8,175,432,35,3,0,2015,"Illinois, Wisconsin ",9039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A55910,"The Accountable Care Organization, Ltd. ",98.83,50,28543,28543.0,4588,11633,7767,4555,15973,12570,22771,4654,273,43,29,773,196,810,10839,4422,5233,1168,15,0,0,0,0,1,167,339,32,0,0,2015,Michigan ,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A29818,"FamilyHealth ACO, LLC ",93.31,50,7086,7086.0,3403,2289,1046,348,3923,3163,4664,1362,75,711,4,270,207,786,10481,435,4537,539,4969,0,46,0,0,0,241,159,56,0,0,2015,"Connecticut, New York ",10052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81860,Allegiance ACO,93.32,50,2867,2867.0,645,1080,720,422,1684,1183,1906,650,89,128,3,91,179,819,11710,5445,5662,586,18,0,0,0,0,0,28,20,5,0,0,2015,"New Jersey, Pennsylvania ",12011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A74238,"Primary PartnerCare ACO Independent Practice Association, Inc. ",97.48,50,14337,14337.0,1918,5870,4105,2444,8236,6101,12014,1275,288,183,11,566,169,848,13227,6486,6376,359,7,0,0,0,0,0,43,3,1,0,0,2015,New York ,13208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A13467,"Premier Choice ACO, Inc. ",81.22,50,9229,9229.0,1050,4041,2882,1256,5280,3949,7971,355,221,317,21,344,127,768,10687,4303,5796,576,11,0,0,0,0,0,67,12,3,0,0,2015,California ,9527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A35862,National Rural ACO,96.88,50,11203,11203.0,2423,4379,2953,1448,6474,4729,10859,52,31,56,48,157,155,781,9205,2524,3602,777,2303,9,9,8,0,18,72,135,42,2,0,2015,"California, Indiana, Michigan ",10906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A69881,New York State Elite (NYSE) Accountable Care Organization (ACO) Inc ,83.68,50,6534,6534.0,1055,2235,1831,1413,3893,2641,4119,1567,328,169,21,330,230,867,15392,7951,6551,882,8,0,0,0,0,0,45,30,5,0,0,2015,New York ,23082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A53129,"Huntington Care Network ACO, LLC ",94.13,50,8855,8855.0,678,4021,2622,1534,5309,3546,7033,379,365,348,6,724,142,801,11472,4622,6611,233,6,0,0,0,1,1,52,27,4,0,0,2015,California ,11449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A39818,Live Oak Care,87.73,50,12731,12731.0,2382,5561,3474,1314,7307,5424,10131,2376,48,31,7,138,169,776,11872,5130,5404,1326,12,0,0,0,0,0,58,48,24,1,0,2015,"Florida, Georgia ",10704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A60310,"THP-Meritus ACO, LLC ",83,50,17224,17224.0,3211,7289,4539,2185,9995,7229,16236,616,65,36,3,268,195,832,10933,3898,5139,1624,272,0,2,0,0,4,57,145,38,1,0,2015,"Maryland, Pennsylvania, West Virginia ",12217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A13131,Premier Care Network LLC ,92.39,50,15538,15538.0,1622,7325,4856,1735,8553,6985,14580,358,134,150,63,253,191,770,10412,4140,4899,1102,272,2,0,4,0,4,50,60,20,0,0,2015,"Arizona, California, Missouri, Nevada ",11067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A29332,Physician Collaborative of Kansas City LLC ,98.59,50,14403,14403.0,1935,6779,3947,1742,8521,5882,12625,1438,78,33,7,222,156,784,9016,4120,3878,1001,16,0,0,0,0,0,75,40,22,0,0,2015,"Kansas, Missouri ",8691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A26254,"Central US ACO, LLC ",93.79,50,21990,21990.0,5845,8439,4935,2771,12029,9961,20891,666,60,56,72,245,192,709,10721,3015,3328,1396,2983,4,26,11,0,22,115,94,119,3,0,2015,"Arkansas, Colorado, Kentucky, Missouri, Tennessee, Texas ",11753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A80460,"Foothill Accountable Care Medical Group, Inc. ",85.15,50,10104,10104.0,2029,4083,2606,1386,5750,4354,7341,708,665,787,18,585,210,769,11515,5098,6020,383,13,0,0,0,0,0,121,152,23,0,0,2015,California ,14875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A39151,"MD Valuecare, LLC ",95.7,50,15014,15014.0,1532,7699,4046,1737,8936,6078,12549,2038,86,16,4,321,128,750,9095,4006,4619,466,5,0,0,0,0,0,43,5,0,0,0,2015,Virginia ,8120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A12732,Buena Vida y Salud LLC ,98.59,50,5073,5073.0,1112,1902,1397,662,2857,2216,3963,41,9,988,5,67,188,772,11565,6820,4301,401,43,0,0,0,0,0,23,11,5,2,0,2015,Texas ,11446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A82427,Delmarva Health Network,41.09,50,19548,19548.0,2120,10357,5411,1660,10658,8890,18253,872,46,28,4,345,125,777,10038,3287,5767,978,6,0,3,0,0,3,86,99,43,1,2,2015,"Delaware, Maryland ",9006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A02094,"Health Choice Care, LLC ",94.16,50,19770,19770.0,7311,6653,3812,1994,11111,8659,12764,3716,280,2387,33,590,184,738,10486,2405,4469,923,2689,0,170,0,0,0,272,373,196,2,0,2015,"Florida, Missouri, North Carolina, Rhode Island ",10111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A89091,"Georgia Physicians for Accountable Care, LLC ",96.02,50,44157,44157.0,8764,19712,11294,4387,25359,18798,34767,8662,156,66,22,484,164,741,10506,4346,5229,914,18,0,0,0,0,0,179,230,101,4,0,2015,Georgia ,9597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A02865,MetroHealth Care Partners,91.46,50,9925,9925.0,4602,3147,1396,780,5585,4340,5963,3393,103,237,6,223,213,799,9123,3477,3551,2075,20,0,0,0,0,5,166,555,141,0,13,2015,Ohio ,10098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A33172,"LHS Health Network, LLC ",94.44,50,25818,25818.0,5649,10765,6393,3011,15183,10635,19343,5284,254,357,5,575,184,789,10256,4262,5155,831,8,0,0,0,0,3,250,404,67,0,1,2015,"Delaware, New Jersey, Pennsylvania ",11100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A34484,"Franciscan Select Health Network ACO, LLC ",93.56,50,13587,13587.0,2255,5422,3697,2213,7695,5892,12411,852,36,66,8,214,149,777,8445,3914,3506,1011,13,0,0,0,0,4,102,157,27,1,1,2015,"Indiana, Michigan ",9910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A58599,MBA - Northern California Physicians Management Group,94.3,50,16241,16241.0,3570,6919,3920,1832,8848,7393,14263,432,641,386,79,440,200,782,9498,4355,3674,592,877,0,3,5,0,8,98,66,38,1,0,2015,California ,10119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07886,"RRHS ACO, Inc.",89.29,50,20592,20592.0,7273,6345,4089,2885,11788,8804,16909,2379,221,511,23,549,188,810,9164,3667,3335,2155,6,0,0,0,0,17,359,908,307,6,0,2015,New York ,9454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10440,Arkansas Health Network LLC ,93.05,50,21488,21488.0,3291,9579,6215,2403,12192,9296,18665,2460,67,50,18,228,177,698,8542,3311,3896,1302,34,0,0,3,0,5,116,259,88,2,1,2015,Arkansas ,8741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A17931,Emerald Physicians,96.87,50,12025,12025.0,1282,5666,3667,1410,6958,5067,11578,106,17,8,20,296,133,880,11502,5233,4776,1480,13,0,0,0,0,0,22,4,11,0,0,2015,Massachusetts ,10600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A80878,"Tidewater Accountable Care Organization, LLC ",99.53,50,20756,20756.0,1826,10382,6345,2203,11941,8815,17189,2868,184,37,8,470,132,808,10510,4743,5010,752,5,0,0,0,0,0,85,43,7,0,0,2015,Virginia ,8427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07386,CaroMont ACO,97.03,50,9311,9311.0,1932,4109,2358,912,5353,3958,8373,692,82,47,7,110,140,822,9328,3650,4041,1628,9,0,0,0,0,3,130,124,52,0,0,2015,"North Carolina, South Carolina ",8394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A36039,Loudoun Medical Group ACO LLC ,95.72,50,10350,10350.0,924,5421,2884,1121,5897,4453,8503,776,428,152,9,482,143,820,9223,4196,4508,516,3,0,0,0,0,0,56,72,36,0,0,2015,"Virginia, West Virginia ",8212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A27492,"Adirondacks ACO, LLC ",98.36,50,28074,28074.0,6793,10540,7128,3613,15175,12899,27174,225,59,42,29,545,172,817,9218,2618,3412,1418,1770,1,15,0,0,15,183,494,104,4,0,2015,New York ,9633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A76825,Reliance ACO LLC ,99.51,50,21881,21881.0,4694,8794,5392,3001,12849,9032,16378,4460,305,62,15,661,207,803,11199,5485,4827,878,8,0,0,0,0,0,221,110,16,0,0,2015,Michigan ,12374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A40650,Oklahoma Health Initiatives,95.1,50,10876,10876.0,1950,4689,2903,1334,6214,4662,9474,676,56,62,493,115,180,737,8016,3937,3135,933,10,2,0,0,0,8,186,231,79,1,9,2015,"Kansas, Oklahoma ",9109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A22925,St Vincents Accountable Care Organization LLC ,93.53,50,1307,1307.0,306,557,305,139,780,527,989,265,13,11,0,29,146,766,9823,4226,4751,843,3,2,0,2,0,6,92,50,43,3,0,2015,Florida ,9646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A47465,"CHA ACO, LLC ",95.55,50,13703,13703.0,2495,5950,3532,1726,7802,5901,12651,686,55,81,3,227,146,743,7674,3421,3478,768,8,0,0,0,0,7,140,211,92,2,4,2015,"Indiana, Michigan ",8051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A01307,Antelope Valley ACO,93.77,50,5039,5039.0,1115,2065,1353,506,2818,2221,3973,582,103,210,13,158,173,794,12530,4058,7681,745,46,0,0,0,0,0,8,25,5,0,0,2015,California ,13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A29971,Saint Vincent Accountable Health Network,92.89,50,513,513.0,71,267,131,44,218,295,476,3,0,1,26,7,148,537,5385,311,4070,1004,0,0,0,0,0,2,96,180,33,0,0,2015,"Montana, Wyoming ",10473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A37594,"WakeMed Key Community Care, LLC ",95.63,50,28348,28348.0,3596,14872,6972,2908,15936,12412,23876,3424,230,74,20,724,150,773,9516,3794,4410,1295,17,0,0,0,0,4,309,387,118,1,0,2015,North Carolina ,8209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A25380,"Accountable Care Alliance of Ventura, LLC ",95.52,50,8530,8530.0,1670,3681,2168,1011,4727,3803,6980,161,211,795,28,355,161,814,10165,4280,4953,530,402,2,0,3,0,5,316,256,21,1,0,2015,California ,11280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81718,"Health Point ACO, LLC ",94.53,50,8215,8215.0,879,3763,2438,1135,4798,3417,7703,248,32,65,10,157,171,818,12198,4697,6220,1224,57,0,0,0,0,0,26,10,10,0,0,2015,Florida ,12072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A40225,PMC ACO,95.94,50,7060,7060.0,2227,2582,1588,663,4217,2843,4400,2517,24,19,10,90,200,798,10257,5730,3851,656,20,0,0,0,0,0,50,8,18,0,0,2015,Michigan ,11794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07004,St Joseph Health Partners ACO,98.36,50,6295,6295.0,889,2915,1739,752,3534,2761,5458,589,26,132,6,84,145,727,8131,3273,3875,866,117,6,0,2,0,6,240,294,41,0,0,2015,Texas ,10043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A17106,"Arkansas Accountable Care, LLC ",90.85,50,5820,5820.0,880,2991,1463,486,3481,2339,5628,40,29,15,33,75,116,729,8392,4315,3257,812,7,0,0,0,0,0,23,49,13,1,0,2015,Arkansas ,6836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A15030,Silver State ACO LLC ,87.47,50,14991,14991.0,2564,7473,3759,1195,8200,6791,11624,1497,493,673,46,658,171,737,10577,3776,5453,1034,313,0,19,0,0,1,76,77,42,0,0,2015,Nevada ,10851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A73981,"Physician Health Partners, LLC ",92.32,50,23662,23662.0,2290,11491,6766,3115,13109,10553,21993,487,202,238,30,712,111,816,8773,4276,3819,673,5,0,0,0,0,4,258,90,34,5,3,2015,Colorado ,8296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A90742,"Kansas Primary Care Alliance, LLC ",96.02,50,9936,9936.0,1354,4671,2817,1094,5980,3956,9057,632,35,27,9,176,147,792,8323,3023,3712,1573,15,0,0,1,0,4,56,72,45,1,0,2015,"Kansas, Missouri ",8749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81453,Well Virginia,95.39,50,20824,20824.0,4402,9194,5187,2041,11393,9431,17432,2806,97,49,3,437,177,764,8690,3461,4176,1039,15,0,0,0,0,12,146,858,148,1,0,2015,Virginia ,9157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A87886,"Integrity Health Innovations, LLC ",96.03,50,5030,5030.0,1463,1740,1227,600,2811,2219,4838,33,20,8,66,65,149,792,7473,3478,2386,946,664,0,3,0,0,0,59,10,14,1,0,2015,"Minnesota, Wisconsin ",8301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
